RowDate,RowTime,TotalLoad
04/03/2023,23:30,9075.56
04/03/2023,23:45,9004.39
04/03/2023,02:00*,
04/03/2023,02:15*,
04/03/2023,02:30*,
04/03/2023,02:45*,
05/03/2023,00:00,8834.20
05/03/2023,00:15,8763.90
05/03/2023,00:30,8631.27
05/03/2023,00:45,8427.34
05/03/2023,01:00,8474.85
05/03/2023,01:15,8348.04
05/03/2023,01:30,8237.26
05/03/2023,01:45,8135.86
05/03/2023,02:00,7978.10
05/03/2023,02:15,7978.05
05/03/2023,02:30,7954.03
05/03/2023,02:45,7970.92
05/03/2023,03:00,7999.80
05/03/2023,03:15,7858.24
05/03/2023,03:30,7799.10
05/03/2023,03:45,7796.61
05/03/2023,04:00,7795.21
05/03/2023,04:15,7816.99
05/03/2023,04:30,7771.57
05/03/2023,04:45,7773.94
05/03/2023,05:00,7840.05
05/03/2023,05:15,7826.03
05/03/2023,05:30,7880.96
05/03/2023,05:45,7867.27
05/03/2023,06:00,8043.03
05/03/2023,06:15,8154.39
05/03/2023,06:30,8168.87
05/03/2023,06:45,8207.89
05/03/2023,07:00,8270.70
05/03/2023,07:15,8267.72
05/03/2023,07:30,8378.22
05/03/2023,07:45,8500.09
05/03/2023,08:00,8579.99
05/03/2023,08:15,8629.29
05/03/2023,08:30,8738.83
05/03/2023,08:45,8857.05
05/03/2023,09:00,9123.16
05/03/2023,09:15,9282.97
05/03/2023,09:30,9247.02
05/03/2023,09:45,9277.90
05/03/2023,10:00,9300.04
05/03/2023,10:15,9443.68
05/03/2023,10:30,9653.12
05/03/2023,10:45,9680.55
05/03/2023,11:00,9699.78
05/03/2023,11:15,9893.84
05/03/2023,11:30,10005.01
05/03/2023,11:45,9979.91
05/03/2023,12:00,9924.75
05/03/2023,12:15,10061.93
05/03/2023,12:30,10097.48
05/03/2023,12:45,9909.10
05/03/2023,13:00,9924.27
05/03/2023,13:15,9648.18
05/03/2023,13:30,9695.82
05/03/2023,13:45,9516.53
05/03/2023,14:00,9487.21
05/03/2023,14:15,9387.87
05/03/2023,14:30,9405.20
05/03/2023,14:45,9157.59
05/03/2023,15:00,9177.46
05/03/2023,15:15,9192.81
05/03/2023,15:30,9217.30
05/03/2023,15:45,9206.28
05/03/2023,16:00,9179.68
05/03/2023,16:15,9264.62
05/03/2023,16:30,9365.41
05/03/2023,16:45,9466.18
05/03/2023,17:00,9528.95
05/03/2023,17:15,9699.78
05/03/2023,17:30,9790.21
05/03/2023,17:45,9872.64
05/03/2023,18:00,10074.79
05/03/2023,18:15,10176.15
05/03/2023,18:30,10433.44
05/03/2023,18:45,10440.55
05/03/2023,19:00,10418.54
05/03/2023,19:15,10397.43
05/03/2023,19:30,10243.48
05/03/2023,19:45,10026.08
05/03/2023,20:00,9885.71
05/03/2023,20:15,9944.14
05/03/2023,20:30,9857.73
05/03/2023,20:45,9822.14
05/03/2023,21:00,9700.26
05/03/2023,21:15,9620.60
05/03/2023,21:30,9531.20
05/03/2023,21:45,9475.15
05/03/2023,22:00,9443.33
05/03/2023,22:15,9512.55
05/03/2023,22:30,9527.51
05/03/2023,22:45,9316.24
05/03/2023,23:00,9398.59
05/03/2023,23:15,9311.15
05/03/2023,23:30,9173.28
05/03/2023,23:45,9017.64
05/03/2023,02:00*,
05/03/2023,02:15*,
05/03/2023,02:30*,
05/03/2023,02:45*,
06/03/2023,00:00,8928.24
06/03/2023,00:15,8702.31
06/03/2023,00:30,8718.12
06/03/2023,00:45,8629.46
06/03/2023,01:00,8590.35
06/03/2023,01:15,8375.62
06/03/2023,01:30,8376.86
06/03/2023,01:45,8319.11
06/03/2023,02:00,8229.16
06/03/2023,02:15,8144.21
06/03/2023,02:30,8163.72
06/03/2023,02:45,8164.16
06/03/2023,03:00,8099.32
06/03/2023,03:15,8104.70
06/03/2023,03:30,8092.87
06/03/2023,03:45,8147.82
06/03/2023,04:00,8065.06
06/03/2023,04:15,8116.77
06/03/2023,04:30,8306.88
06/03/2023,04:45,8384.37
06/03/2023,05:00,8508.15
06/03/2023,05:15,8709.57
06/03/2023,05:30,8880.72
06/03/2023,05:45,9016.91
06/03/2023,06:00,9506.21
06/03/2023,06:15,9659.10
06/03/2023,06:30,10053.50
06/03/2023,06:45,10249.65
06/03/2023,07:00,10576.69
06/03/2023,07:15,10643.12
06/03/2023,07:30,10709.44
06/03/2023,07:45,10907.75
06/03/2023,08:00,11044.04
06/03/2023,08:15,11140.08
06/03/2023,08:30,11174.82
06/03/2023,08:45,11357.06
06/03/2023,09:00,11416.76
06/03/2023,09:15,11446.30
06/03/2023,09:30,11424.13
06/03/2023,09:45,11460.92
06/03/2023,10:00,11413.89
06/03/2023,10:15,11323.59
06/03/2023,10:30,11329.71
06/03/2023,10:45,11461.56
06/03/2023,11:00,11400.56
06/03/2023,11:15,11341.67
06/03/2023,11:30,11409.98
06/03/2023,11:45,11466.27
06/03/2023,12:00,11202.19
06/03/2023,12:15,11140.20
06/03/2023,12:30,11028.67
06/03/2023,12:45,11174.90
06/03/2023,13:00,10965.85
06/03/2023,13:15,11139.16
06/03/2023,13:30,11114.14
06/03/2023,13:45,11249.19
06/03/2023,14:00,11068.31
06/03/2023,14:15,11011.97
06/03/2023,14:30,10908.64
06/03/2023,14:45,10936.21
06/03/2023,15:00,10778.63
06/03/2023,15:15,10803.16
06/03/2023,15:30,10881.46
06/03/2023,15:45,10748.17
06/03/2023,16:00,10744.98
06/03/2023,16:15,10774.69
06/03/2023,16:30,10785.94
06/03/2023,16:45,10817.35
06/03/2023,17:00,11008.00
06/03/2023,17:15,11055.45
06/03/2023,17:30,11062.44
06/03/2023,17:45,11170.71
06/03/2023,18:00,11134.67
06/03/2023,18:15,11408.21
06/03/2023,18:30,11380.70
06/03/2023,18:45,11268.29
06/03/2023,19:00,11070.15
06/03/2023,19:15,11244.14
06/03/2023,19:30,11463.33
06/03/2023,19:45,11221.05
06/03/2023,20:00,11016.85
06/03/2023,20:15,10857.51
06/03/2023,20:30,10941.41
06/03/2023,20:45,10653.97
06/03/2023,21:00,10579.41
06/03/2023,21:15,10352.76
06/03/2023,21:30,10140.81
06/03/2023,21:45,10065.21
06/03/2023,22:00,9911.91
06/03/2023,22:15,9867.43
06/03/2023,22:30,10011.97
06/03/2023,22:45,9882.97
06/03/2023,23:00,9757.32
06/03/2023,23:15,9659.86
06/03/2023,23:30,9624.21
06/03/2023,23:45,9514.24
06/03/2023,02:00*,
06/03/2023,02:15*,
06/03/2023,02:30*,
06/03/2023,02:45*,
07/03/2023,00:00,9422.46
07/03/2023,00:15,9168.99
07/03/2023,00:30,9040.93
07/03/2023,00:45,8813.15
07/03/2023,01:00,8738.95
07/03/2023,01:15,8737.10
07/03/2023,01:30,8565.00
07/03/2023,01:45,8485.92
07/03/2023,02:00,8498.44
07/03/2023,02:15,8564.99
07/03/2023,02:30,8270.62
07/03/2023,02:45,8235.99
07/03/2023,03:00,8127.14
07/03/2023,03:15,8117.09
07/03/2023,03:30,8203.84
07/03/2023,03:45,8058.13
07/03/2023,04:00,8206.88
07/03/2023,04:15,8124.64
07/03/2023,04:30,8184.36
07/03/2023,04:45,8314.46
07/03/2023,05:00,8471.72
07/03/2023,05:15,8534.18
07/03/2023,05:30,8666.17
07/03/2023,05:45,8718.44
07/03/2023,06:00,9357.08
07/03/2023,06:15,9572.60
07/03/2023,06:30,9915.03
07/03/2023,06:45,10128.32
07/03/2023,07:00,10320.03
07/03/2023,07:15,10364.96
07/03/2023,07:30,10545.70
07/03/2023,07:45,10524.38
07/03/2023,08:00,10710.93
07/03/2023,08:15,10834.64
07/03/2023,08:30,10982.65
07/03/2023,08:45,11083.33
07/03/2023,09:00,11224.00
07/03/2023,09:15,11236.04
07/03/2023,09:30,11289.12
07/03/2023,09:45,11433.06
07/03/2023,10:00,11474.67
07/03/2023,10:15,11372.42
07/03/2023,10:30,11544.80
07/03/2023,10:45,11443.80
07/03/2023,11:00,11527.05
07/03/2023,11:15,11504.16
07/03/2023,11:30,11603.12
07/03/2023,11:45,11495.22
07/03/2023,12:00,11513.91
07/03/2023,12:15,11406.53
07/03/2023,12:30,11424.88
07/03/2023,12:45,11413.59
07/03/2023,13:00,11425.88
07/03/2023,13:15,11338.98
07/03/2023,13:30,11220.37
07/03/2023,13:45,11196.93
07/03/2023,14:00,11225.17
07/03/2023,14:15,11200.09
07/03/2023,14:30,11225.40
07/03/2023,14:45,11186.52
07/03/2023,15:00,11236.63
07/03/2023,15:15,11154.25
07/03/2023,15:30,10984.69
07/03/2023,15:45,11000.03
07/03/2023,16:00,11088.48
07/03/2023,16:15,11067.36
07/03/2023,16:30,11069.03
07/03/2023,16:45,11153.99
07/03/2023,17:00,11192.53
07/03/2023,17:15,11208.42
07/03/2023,17:30,11314.43
07/03/2023,17:45,11288.80
07/03/2023,18:00,11364.41
07/03/2023,18:15,11477.87
07/03/2023,18:30,11580.55
07/03/2023,18:45,11554.44
07/03/2023,19:00,11558.07
07/03/2023,19:15,11341.05
07/03/2023,19:30,11246.55
07/03/2023,19:45,11199.63
07/03/2023,20:00,11093.33
07/03/2023,20:15,10929.59
07/03/2023,20:30,10837.65
07/03/2023,20:45,10692.90
07/03/2023,21:00,10495.51
07/03/2023,21:15,10390.15
07/03/2023,21:30,10235.22
07/03/2023,21:45,10183.67
07/03/2023,22:00,10131.67
07/03/2023,22:15,10112.99
07/03/2023,22:30,10153.00
07/03/2023,22:45,10041.13
07/03/2023,23:00,10053.05
07/03/2023,23:15,9862.02
07/03/2023,23:30,9855.29
07/03/2023,23:45,9616.53
07/03/2023,02:00*,
07/03/2023,02:15*,
07/03/2023,02:30*,
07/03/2023,02:45*,
08/03/2023,00:00,9411.01
08/03/2023,00:15,9323.17
08/03/2023,00:30,9180.60
08/03/2023,00:45,9055.08
08/03/2023,01:00,9057.85
08/03/2023,01:15,8845.01
08/03/2023,01:30,8652.12
08/03/2023,01:45,8634.66
08/03/2023,02:00,8593.24
08/03/2023,02:15,8501.21
08/03/2023,02:30,8479.77
08/03/2023,02:45,8436.62
08/03/2023,03:00,8438.04
08/03/2023,03:15,8298.56
08/03/2023,03:30,8347.48
08/03/2023,03:45,8404.97
08/03/2023,04:00,8505.76
08/03/2023,04:15,8536.78
08/03/2023,04:30,8579.44
08/03/2023,04:45,8739.59
08/03/2023,05:00,8765.03
08/03/2023,05:15,8934.18
08/03/2023,05:30,9069.13
08/03/2023,05:45,9242.47
08/03/2023,06:00,9669.34
08/03/2023,06:15,9831.99
08/03/2023,06:30,10273.01
08/03/2023,06:45,10476.12
08/03/2023,07:00,10574.30
08/03/2023,07:15,10689.44
08/03/2023,07:30,10982.35
08/03/2023,07:45,11039.45
08/03/2023,08:00,11174.43
08/03/2023,08:15,11296.22
08/03/2023,08:30,11613.47
08/03/2023,08:45,11733.02
08/03/2023,09:00,11892.73
08/03/2023,09:15,11945.76
08/03/2023,09:30,12002.67
08/03/2023,09:45,12006.66
08/03/2023,10:00,11944.09
08/03/2023,10:15,11959.45
08/03/2023,10:30,12040.15
08/03/2023,10:45,12117.63
08/03/2023,11:00,12047.10
08/03/2023,11:15,12036.09
08/03/2023,11:30,12157.19
08/03/2023,11:45,12115.85
08/03/2023,12:00,11945.01
08/03/2023,12:15,11873.79
08/03/2023,12:30,11721.84
08/03/2023,12:45,11773.30
08/03/2023,13:00,11956.92
08/03/2023,13:15,11843.67
08/03/2023,13:30,11922.59
08/03/2023,13:45,11888.66
08/03/2023,14:00,11802.80
08/03/2023,14:15,11761.19
08/03/2023,14:30,11828.50
08/03/2023,14:45,11657.59
08/03/2023,15:00,11623.42
08/03/2023,15:15,11551.32
08/03/2023,15:30,11606.47
08/03/2023,15:45,11527.04
08/03/2023,16:00,11492.23
08/03/2023,16:15,11295.43
08/03/2023,16:30,11342.15
08/03/2023,16:45,11314.24
08/03/2023,17:00,11268.27
08/03/2023,17:15,11298.50
08/03/2023,17:30,11385.74
08/03/2023,17:45,11504.69
08/03/2023,18:00,11527.59
08/03/2023,18:15,11507.90
08/03/2023,18:30,11576.81
08/03/2023,18:45,11695.23
08/03/2023,19:00,11654.15
08/03/2023,19:15,11464.41
08/03/2023,19:30,11365.64
08/03/2023,19:45,11356.80
08/03/2023,20:00,11188.31
08/03/2023,20:15,11033.85
08/03/2023,20:30,10871.12
08/03/2023,20:45,10681.13
08/03/2023,21:00,10609.80
08/03/2023,21:15,10401.17
08/03/2023,21:30,10298.24
08/03/2023,21:45,10231.57
08/03/2023,22:00,10172.07
08/03/2023,22:15,10201.01
08/03/2023,22:30,10177.58
08/03/2023,22:45,10059.36
08/03/2023,23:00,10041.13
08/03/2023,23:15,9801.51
08/03/2023,23:30,9651.51
08/03/2023,23:45,9476.22
08/03/2023,02:00*,
08/03/2023,02:15*,
08/03/2023,02:30*,
08/03/2023,02:45*,
09/03/2023,00:00,9405.82
09/03/2023,00:15,9214.12
09/03/2023,00:30,9095.82
09/03/2023,00:45,8969.00
09/03/2023,01:00,8833.71
09/03/2023,01:15,8701.88
09/03/2023,01:30,8719.31
09/03/2023,01:45,8682.57
09/03/2023,02:00,8544.41
09/03/2023,02:15,8526.56
09/03/2023,02:30,8393.71
09/03/2023,02:45,8391.51
09/03/2023,03:00,8373.91
09/03/2023,03:15,8462.95
09/03/2023,03:30,8405.82
09/03/2023,03:45,8351.99
09/03/2023,04:00,8341.73
09/03/2023,04:15,8342.05
09/03/2023,04:30,8500.98
09/03/2023,04:45,8509.50
09/03/2023,05:00,8660.78
09/03/2023,05:15,8739.49
09/03/2023,05:30,8895.46
09/03/2023,05:45,9099.23
09/03/2023,06:00,9599.31
09/03/2023,06:15,9688.43
09/03/2023,06:30,9937.89
09/03/2023,06:45,10201.33
09/03/2023,07:00,10408.74
09/03/2023,07:15,10546.78
09/03/2023,07:30,10739.64
09/03/2023,07:45,10772.64
09/03/2023,08:00,10897.84
09/03/2023,08:15,11061.67
09/03/2023,08:30,11161.43
09/03/2023,08:45,11341.21
09/03/2023,09:00,11381.30
09/03/2023,09:15,11435.97
09/03/2023,09:30,11402.85
09/03/2023,09:45,11489.49
09/03/2023,10:00,11469.97
09/03/2023,10:15,11440.34
09/03/2023,10:30,11268.91
09/03/2023,10:45,11359.37
09/03/2023,11:00,11311.89
09/03/2023,11:15,11407.07
09/03/2023,11:30,11450.71
09/03/2023,11:45,11420.19
09/03/2023,12:00,11342.82
09/03/2023,12:15,11269.16
09/03/2023,12:30,11190.59
09/03/2023,12:45,11168.93
09/03/2023,13:00,11164.03
09/03/2023,13:15,11136.13
09/03/2023,13:30,11039.90
09/03/2023,13:45,11024.12
09/03/2023,14:00,11079.24
09/03/2023,14:15,11018.30
09/03/2023,14:30,10855.71
09/03/2023,14:45,10820.67
09/03/2023,15:00,10841.47
09/03/2023,15:15,10696.20
09/03/2023,15:30,10610.12
09/03/2023,15:45,10488.01
09/03/2023,16:00,10587.19
09/03/2023,16:15,10616.01
09/03/2023,16:30,10564.62
09/03/2023,16:45,10670.10
09/03/2023,17:00,10660.43
09/03/2023,17:15,10719.52
09/03/2023,17:30,10721.68
09/03/2023,17:45,10948.67
09/03/2023,18:00,10994.89
09/03/2023,18:15,11129.66
09/03/2023,18:30,11128.98
09/03/2023,18:45,11183.19
09/03/2023,19:00,11193.83
09/03/2023,19:15,11158.64
09/03/2023,19:30,10956.48
09/03/2023,19:45,10794.95
09/03/2023,20:00,10564.71
09/03/2023,20:15,10357.15
09/03/2023,20:30,10221.92
09/03/2023,20:45,10091.61
09/03/2023,21:00,9922.51
09/03/2023,21:15,9811.45
09/03/2023,21:30,9863.35
09/03/2023,21:45,9732.95
09/03/2023,22:00,9794.62
09/03/2023,22:15,9780.35
09/03/2023,22:30,9741.13
09/03/2023,22:45,9665.08
09/03/2023,23:00,9708.98
09/03/2023,23:15,9396.33
09/03/2023,23:30,9352.58
09/03/2023,23:45,9164.66
09/03/2023,02:00*,
09/03/2023,02:15*,
09/03/2023,02:30*,
09/03/2023,02:45*,
10/03/2023,00:00,8863.86
10/03/2023,00:15,8774.83
10/03/2023,00:30,8573.96
10/03/2023,00:45,8409.99
10/03/2023,01:00,8440.78
10/03/2023,01:15,8230.24
10/03/2023,01:30,8198.46
10/03/2023,01:45,7953.42
10/03/2023,02:00,7830.69
10/03/2023,02:15,7841.66
10/03/2023,02:30,8018.52
10/03/2023,02:45,7975.34
10/03/2023,03:00,7915.50
10/03/2023,03:15,7875.18
10/03/2023,03:30,7813.41
10/03/2023,03:45,7826.71
10/03/2023,04:00,7783.48
10/03/2023,04:15,7834.23
10/03/2023,04:30,7832.13
10/03/2023,04:45,7743.19
10/03/2023,05:00,7794.88
10/03/2023,05:15,7985.89
10/03/2023,05:30,8206.25
10/03/2023,05:45,8354.57
10/03/2023,06:00,8765.86
10/03/2023,06:15,8989.44
10/03/2023,06:30,9160.76
10/03/2023,06:45,9438.26
10/03/2023,07:00,9601.81
10/03/2023,07:15,9765.19
10/03/2023,07:30,9981.75
10/03/2023,07:45,10086.85
10/03/2023,08:00,10190.27
10/03/2023,08:15,10378.42
10/03/2023,08:30,10506.63
10/03/2023,08:45,10589.54
10/03/2023,09:00,10554.28
10/03/2023,09:15,10718.74
10/03/2023,09:30,10806.38
10/03/2023,09:45,10876.64
10/03/2023,10:00,10798.06
10/03/2023,10:15,10797.99
10/03/2023,10:30,10591.65
10/03/2023,10:45,10712.62
10/03/2023,11:00,10882.70
10/03/2023,11:15,11253.22
10/03/2023,11:30,11359.45
10/03/2023,11:45,11081.58
10/03/2023,12:00,11033.93
10/03/2023,12:15,11095.31
10/03/2023,12:30,11018.60
10/03/2023,12:45,10938.52
10/03/2023,13:00,10956.50
10/03/2023,13:15,10868.60
10/03/2023,13:30,10855.82
10/03/2023,13:45,10822.32
10/03/2023,14:00,10801.04
10/03/2023,14:15,10670.99
10/03/2023,14:30,10705.45
10/03/2023,14:45,10775.48
10/03/2023,15:00,10869.41
10/03/2023,15:15,10778.89
10/03/2023,15:30,10753.99
10/03/2023,15:45,10705.56
10/03/2023,16:00,10751.12
10/03/2023,16:15,10690.95
10/03/2023,16:30,10738.61
10/03/2023,16:45,10833.37
10/03/2023,17:00,10885.27
10/03/2023,17:15,10872.15
10/03/2023,17:30,10851.60
10/03/2023,17:45,10926.17
10/03/2023,18:00,11012.39
10/03/2023,18:15,10935.25
10/03/2023,18:30,10919.54
10/03/2023,18:45,11098.23
10/03/2023,19:00,10986.52
10/03/2023,19:15,10910.40
10/03/2023,19:30,10805.15
10/03/2023,19:45,10668.97
10/03/2023,20:00,10691.86
10/03/2023,20:15,10644.12
10/03/2023,20:30,10224.42
10/03/2023,20:45,10261.01
10/03/2023,21:00,10284.49
10/03/2023,21:15,10081.57
10/03/2023,21:30,9893.84
10/03/2023,21:45,9720.52
10/03/2023,22:00,9611.72
10/03/2023,22:15,9674.74
10/03/2023,22:30,9780.65
10/03/2023,22:45,9958.66
10/03/2023,23:00,9878.22
10/03/2023,23:15,9789.23
10/03/2023,23:30,9685.11
10/03/2023,23:45,9544.75
10/03/2023,02:00*,
10/03/2023,02:15*,
10/03/2023,02:30*,
10/03/2023,02:45*,
11/03/2023,00:00,9480.02
11/03/2023,00:15,9260.17
11/03/2023,00:30,9322.70
11/03/2023,00:45,9145.50
11/03/2023,01:00,8876.25
11/03/2023,01:15,8803.38
11/03/2023,01:30,8749.72
11/03/2023,01:45,8722.54
11/03/2023,02:00,8691.98
11/03/2023,02:15,8483.83
11/03/2023,02:30,8555.53
11/03/2023,02:45,8439.42
11/03/2023,03:00,8495.19
11/03/2023,03:15,8419.17
11/03/2023,03:30,8316.17
11/03/2023,03:45,8311.67
11/03/2023,04:00,8250.93
11/03/2023,04:15,8249.82
11/03/2023,04:30,8179.08
11/03/2023,04:45,8136.37
11/03/2023,05:00,8279.52
11/03/2023,05:15,8230.28
11/03/2023,05:30,8240.37
11/03/2023,05:45,8290.01
11/03/2023,06:00,8519.07
11/03/2023,06:15,8636.59
11/03/2023,06:30,8677.32
11/03/2023,06:45,8814.81
11/03/2023,07:00,8752.30
11/03/2023,07:15,8803.25
11/03/2023,07:30,9039.31
11/03/2023,07:45,9009.41
11/03/2023,08:00,9177.57
11/03/2023,08:15,9270.32
11/03/2023,08:30,9464.63
11/03/2023,08:45,9702.61
11/03/2023,09:00,9738.26
11/03/2023,09:15,9800.18
11/03/2023,09:30,9824.15
11/03/2023,09:45,9940.52
11/03/2023,10:00,10010.34
11/03/2023,10:15,9886.38
11/03/2023,10:30,9890.05
11/03/2023,10:45,9811.01
11/03/2023,11:00,9912.99
11/03/2023,11:15,9948.64
11/03/2023,11:30,10049.79
11/03/2023,11:45,9982.83
11/03/2023,12:00,9995.32
11/03/2023,12:15,9907.34
11/03/2023,12:30,9949.03
11/03/2023,12:45,9876.85
11/03/2023,13:00,9682.32
11/03/2023,13:15,9455.13
11/03/2023,13:30,8937.83
11/03/2023,13:45,8878.76
11/03/2023,14:00,8891.78
11/03/2023,14:15,8755.57
11/03/2023,14:30,8926.23
11/03/2023,14:45,8930.80
11/03/2023,15:00,8993.50
11/03/2023,15:15,9057.14
11/03/2023,15:30,8965.40
11/03/2023,15:45,8930.28
11/03/2023,16:00,9007.65
11/03/2023,16:15,8984.19
11/03/2023,16:30,9048.11
11/03/2023,16:45,9029.41
11/03/2023,17:00,9092.13
11/03/2023,17:15,9274.21
11/03/2023,17:30,9368.26
11/03/2023,17:45,9546.35
11/03/2023,18:00,9571.41
11/03/2023,18:15,9671.94
11/03/2023,18:30,9731.08
11/03/2023,18:45,9902.20
11/03/2023,19:00,9935.63
11/03/2023,19:15,9969.16
11/03/2023,19:30,9751.63
11/03/2023,19:45,9764.62
11/03/2023,20:00,9593.81
11/03/2023,20:15,9474.70
11/03/2023,20:30,9410.04
11/03/2023,20:45,9389.01
11/03/2023,21:00,9274.90
11/03/2023,21:15,9155.01
11/03/2023,21:30,9107.18
11/03/2023,21:45,8897.55
11/03/2023,22:00,8882.18
11/03/2023,22:15,8986.25
11/03/2023,22:30,9139.06
11/03/2023,22:45,9086.77
11/03/2023,23:00,8980.35
11/03/2023,23:15,8933.01
11/03/2023,23:30,8865.88
11/03/2023,23:45,8750.81
11/03/2023,02:00*,
11/03/2023,02:15*,
11/03/2023,02:30*,
11/03/2023,02:45*,
12/03/2023,00:00,8552.74
12/03/2023,00:15,8338.81
12/03/2023,00:30,8375.46
12/03/2023,00:45,8286.71
12/03/2023,01:00,8112.47
12/03/2023,01:15,8042.75
12/03/2023,01:30,8053.67
12/03/2023,01:45,7917.10
12/03/2023,02:00,7918.54
12/03/2023,02:15,7600.90
12/03/2023,02:30,7727.64
12/03/2023,02:45,7779.19
12/03/2023,03:00,7589.70
12/03/2023,03:15,7476.17
12/03/2023,03:30,7601.55
12/03/2023,03:45,7410.41
12/03/2023,04:00,7460.14
12/03/2023,04:15,7494.10
12/03/2023,04:30,7422.67
12/03/2023,04:45,7392.90
12/03/2023,05:00,7556.90
12/03/2023,05:15,7536.71
12/03/2023,05:30,7661.42
12/03/2023,05:45,7601.48
12/03/2023,06:00,7592.87
12/03/2023,06:15,7740.01
12/03/2023,06:30,7848.13
12/03/2023,06:45,7990.02
12/03/2023,07:00,7872.28
12/03/2023,07:15,7994.01
12/03/2023,07:30,8056.39
12/03/2023,07:45,8300.17
12/03/2023,08:00,8378.62
12/03/2023,08:15,8586.36
12/03/2023,08:30,8721.29
12/03/2023,08:45,8773.22
12/03/2023,09:00,8976.46
12/03/2023,09:15,9125.46
12/03/2023,09:30,9163.07
12/03/2023,09:45,9338.75
12/03/2023,10:00,9252.43
12/03/2023,10:15,9366.37
12/03/2023,10:30,9453.58
12/03/2023,10:45,9581.65
12/03/2023,11:00,9526.00
12/03/2023,11:15,9527.16
12/03/2023,11:30,9709.36
12/03/2023,11:45,9989.85
12/03/2023,12:00,9726.22
12/03/2023,12:15,9480.22
12/03/2023,12:30,9517.42
12/03/2023,12:45,9443.00
12/03/2023,13:00,9121.60
12/03/2023,13:15,8943.52
12/03/2023,13:30,9186.91
12/03/2023,13:45,9071.58
12/03/2023,14:00,9052.54
12/03/2023,14:15,8919.01
12/03/2023,14:30,8917.22
12/03/2023,14:45,8764.02
12/03/2023,15:00,8689.06
12/03/2023,15:15,8707.37
12/03/2023,15:30,8621.67
12/03/2023,15:45,8622.65
12/03/2023,16:00,8626.06
12/03/2023,16:15,8635.88
12/03/2023,16:30,8643.28
12/03/2023,16:45,8581.57
12/03/2023,17:00,8876.43
12/03/2023,17:15,8878.55
12/03/2023,17:30,8992.08
12/03/2023,17:45,9042.95
12/03/2023,18:00,9374.50
12/03/2023,18:15,9366.03
12/03/2023,18:30,9435.98
12/03/2023,18:45,9575.65
12/03/2023,19:00,9652.10
12/03/2023,19:15,9592.84
12/03/2023,19:30,9458.00
12/03/2023,19:45,9382.07
12/03/2023,20:00,9272.77
12/03/2023,20:15,9333.43
12/03/2023,20:30,9385.63
12/03/2023,20:45,9202.40
12/03/2023,21:00,8798.13
12/03/2023,21:15,8716.03
12/03/2023,21:30,8774.64
12/03/2023,21:45,8759.32
12/03/2023,22:00,8606.67
12/03/2023,22:15,8706.57
12/03/2023,22:30,8755.92
12/03/2023,22:45,8732.78
12/03/2023,23:00,8655.63
12/03/2023,23:15,8659.49
12/03/2023,23:30,8564.20
12/03/2023,23:45,8493.95
12/03/2023,02:00*,
12/03/2023,02:15*,
12/03/2023,02:30*,
12/03/2023,02:45*,
13/03/2023,00:00,8244.89
13/03/2023,00:15,8156.02
13/03/2023,00:30,8146.75
13/03/2023,00:45,8015.94
13/03/2023,01:00,8035.39
13/03/2023,01:15,7741.04
13/03/2023,01:30,7694.16
13/03/2023,01:45,7778.06
13/03/2023,02:00,7581.90
13/03/2023,02:15,7459.14
13/03/2023,02:30,7415.69
13/03/2023,02:45,7318.80
13/03/2023,03:00,7478.30
13/03/2023,03:15,7378.66
13/03/2023,03:30,7464.82
13/03/2023,03:45,7388.36
13/03/2023,04:00,7546.84
13/03/2023,04:15,7538.41
13/03/2023,04:30,7564.98
13/03/2023,04:45,7668.87
13/03/2023,05:00,8192.96
13/03/2023,05:15,8059.66
13/03/2023,05:30,8159.74
13/03/2023,05:45,8292.15
13/03/2023,06:00,8875.56
13/03/2023,06:15,8983.88
13/03/2023,06:30,9147.19
13/03/2023,06:45,9411.32
13/03/2023,07:00,9787.84
13/03/2023,07:15,9913.13
13/03/2023,07:30,10067.66
13/03/2023,07:45,10272.83
13/03/2023,08:00,10336.83
13/03/2023,08:15,10486.10
13/03/2023,08:30,10674.31
13/03/2023,08:45,10820.56
13/03/2023,09:00,10871.98
13/03/2023,09:15,10885.06
13/03/2023,09:30,11138.15
13/03/2023,09:45,11229.67
13/03/2023,10:00,11198.61
13/03/2023,10:15,11140.19
13/03/2023,10:30,11115.85
13/03/2023,10:45,11074.90
13/03/2023,11:00,10852.63
13/03/2023,11:15,11009.06
13/03/2023,11:30,11142.57
13/03/2023,11:45,11144.43
13/03/2023,12:00,11189.52
13/03/2023,12:15,10871.61
13/03/2023,12:30,10913.53
13/03/2023,12:45,10938.47
13/03/2023,13:00,10980.35
13/03/2023,13:15,10730.62
13/03/2023,13:30,10935.65
13/03/2023,13:45,10635.54
13/03/2023,14:00,10605.89
13/03/2023,14:15,10385.17
13/03/2023,14:30,10181.26
13/03/2023,14:45,10053.03
13/03/2023,15:00,10253.57
13/03/2023,15:15,10141.01
13/03/2023,15:30,10067.52
13/03/2023,15:45,10090.31
13/03/2023,16:00,10069.97
13/03/2023,16:15,9899.30
13/03/2023,16:30,9797.48
13/03/2023,16:45,9879.99
13/03/2023,17:00,9835.63
13/03/2023,17:15,9978.23
13/03/2023,17:30,10123.86
13/03/2023,17:45,10241.99
13/03/2023,18:00,10466.83
13/03/2023,18:15,10391.33
