RowDate,RowTime,TotalLoadForecast
18/04/2023,21:00,9410.18
18/04/2023,21:15,9312.30
18/04/2023,21:30,9218.75
18/04/2023,21:45,9156.93
18/04/2023,22:00,9140.95
18/04/2023,22:15,9161.19
18/04/2023,22:30,9132.72
18/04/2023,22:45,9075.42
18/04/2023,23:00,9160.71
18/04/2023,23:15,9025.14
18/04/2023,23:30,8925.33
18/04/2023,23:45,8825.45
18/04/2023,02:00*,
18/04/2023,02:15*,
18/04/2023,02:30*,
18/04/2023,02:45*,
19/04/2023,00:00,8649.98
19/04/2023,00:15,8518.10
19/04/2023,00:30,8412.56
19/04/2023,00:45,8281.97
19/04/2023,01:00,7987.51
19/04/2023,01:15,7862.47
19/04/2023,01:30,7815.68
19/04/2023,01:45,7735.10
19/04/2023,02:00,7703.07
19/04/2023,02:15,7642.39
19/04/2023,02:30,7626.52
19/04/2023,02:45,7626.57
19/04/2023,03:00,7609.80
19/04/2023,03:15,7558.85
19/04/2023,03:30,7548.87
19/04/2023,03:45,7555.29
19/04/2023,04:00,7558.52
19/04/2023,04:15,7603.18
19/04/2023,04:30,7612.52
19/04/2023,04:45,7670.27
19/04/2023,05:00,7982.55
19/04/2023,05:15,8052.02
19/04/2023,05:30,8174.59
19/04/2023,05:45,8281.61
19/04/2023,06:00,8692.26
19/04/2023,06:15,8827.48
19/04/2023,06:30,9022.44
19/04/2023,06:45,9158.09
19/04/2023,07:00,9400.00
19/04/2023,07:15,9487.27
19/04/2023,07:30,9644.70
19/04/2023,07:45,9728.98
19/04/2023,08:00,9815.31
19/04/2023,08:15,9850.56
19/04/2023,08:30,9963.79
19/04/2023,08:45,10059.08
19/04/2023,09:00,9954.32
19/04/2023,09:15,10001.72
19/04/2023,09:30,10037.72
19/04/2023,09:45,10096.45
19/04/2023,10:00,10160.61
19/04/2023,10:15,10199.55
19/04/2023,10:30,10244.71
19/04/2023,10:45,10303.41
19/04/2023,11:00,10500.06
19/04/2023,11:15,10484.99
19/04/2023,11:30,10571.99
19/04/2023,11:45,10582.04
19/04/2023,12:00,10500.26
19/04/2023,12:15,10346.51
19/04/2023,12:30,10347.08
19/04/2023,12:45,10303.76
19/04/2023,13:00,10310.21
19/04/2023,13:15,10292.57
19/04/2023,13:30,10234.49
19/04/2023,13:45,10209.80
19/04/2023,14:00,10407.30
19/04/2023,14:15,10406.50
19/04/2023,14:30,10368.24
19/04/2023,14:45,10299.00
19/04/2023,15:00,10840.41
19/04/2023,15:15,10680.03
19/04/2023,15:30,10708.06
19/04/2023,15:45,10757.49
19/04/2023,16:00,10528.58
19/04/2023,16:15,10449.30
19/04/2023,16:30,10399.37
19/04/2023,16:45,10437.25
19/04/2023,17:00,9854.88
19/04/2023,17:15,9807.20
19/04/2023,17:30,9853.07
19/04/2023,17:45,9907.22
19/04/2023,18:00,9345.90
19/04/2023,18:15,9307.83
19/04/2023,18:30,9296.88
19/04/2023,18:45,9272.52
19/04/2023,19:00,9487.67
19/04/2023,19:15,9398.79
19/04/2023,19:30,9371.49
19/04/2023,19:45,9413.47
19/04/2023,20:00,9518.51
19/04/2023,20:15,9452.50
19/04/2023,20:30,9437.03
19/04/2023,20:45,9393.52
19/04/2023,21:00,9375.96
19/04/2023,21:15,9281.46
19/04/2023,21:30,9182.28
19/04/2023,21:45,9125.40
19/04/2023,22:00,9074.89
19/04/2023,22:15,9097.32
19/04/2023,22:30,9062.25
19/04/2023,22:45,9009.42
19/04/2023,23:00,9152.85
19/04/2023,23:15,9013.80
19/04/2023,23:30,8917.21
19/04/2023,23:45,8801.30
19/04/2023,02:00*,
19/04/2023,02:15*,
19/04/2023,02:30*,
19/04/2023,02:45*,
20/04/2023,00:00,8701.10
20/04/2023,00:15,8562.23
20/04/2023,00:30,8460.23
20/04/2023,00:45,8335.36
20/04/2023,01:00,8223.52
20/04/2023,01:15,8102.70
20/04/2023,01:30,8034.01
20/04/2023,01:45,7957.91
20/04/2023,02:00,8082.42
20/04/2023,02:15,8015.15
20/04/2023,02:30,8002.67
20/04/2023,02:45,7979.61
20/04/2023,03:00,7855.22
20/04/2023,03:15,7819.14
20/04/2023,03:30,7812.30
20/04/2023,03:45,7816.13
20/04/2023,04:00,7657.51
20/04/2023,04:15,7691.61
20/04/2023,04:30,7717.17
20/04/2023,04:45,7766.74
20/04/2023,05:00,7955.07
20/04/2023,05:15,8016.93
20/04/2023,05:30,8146.61
20/04/2023,05:45,8248.00
20/04/2023,06:00,8574.72
20/04/2023,06:15,8726.98
20/04/2023,06:30,8928.49
20/04/2023,06:45,9080.52
20/04/2023,07:00,9438.88
20/04/2023,07:15,9549.35
20/04/2023,07:30,9696.95
20/04/2023,07:45,9774.09
20/04/2023,08:00,9977.67
20/04/2023,08:15,10027.71
20/04/2023,08:30,10143.64
20/04/2023,08:45,10241.10
20/04/2023,09:00,10406.81
20/04/2023,09:15,10444.24
20/04/2023,09:30,10490.21
20/04/2023,09:45,10577.47
20/04/2023,10:00,10456.15
20/04/2023,10:15,10460.71
20/04/2023,10:30,10519.48
20/04/2023,10:45,10592.92
20/04/2023,11:00,10518.87
20/04/2023,11:15,10495.52
20/04/2023,11:30,10588.20
20/04/2023,11:45,10589.46
20/04/2023,12:00,10495.66
20/04/2023,12:15,10339.76
20/04/2023,12:30,10330.83
20/04/2023,12:45,10295.57
20/04/2023,13:00,10125.94
20/04/2023,13:15,10084.94
20/04/2023,13:30,10031.22
20/04/2023,13:45,10046.12
20/04/2023,14:00,10115.81
20/04/2023,14:15,10086.00
20/04/2023,14:30,10052.39
20/04/2023,14:45,9992.56
20/04/2023,15:00,10410.93
20/04/2023,15:15,10279.60
20/04/2023,15:30,10281.06
20/04/2023,15:45,10309.28
20/04/2023,16:00,10196.08
20/04/2023,16:15,10145.70
20/04/2023,16:30,10075.86
20/04/2023,16:45,10091.62
20/04/2023,17:00,10103.33
20/04/2023,17:15,10046.40
20/04/2023,17:30,10091.68
20/04/2023,17:45,10134.81
20/04/2023,18:00,10188.40
20/04/2023,18:15,10130.00
20/04/2023,18:30,10106.43
20/04/2023,18:45,10091.85
20/04/2023,19:00,10150.57
20/04/2023,19:15,10046.10
20/04/2023,19:30,10013.08
20/04/2023,19:45,10072.85
20/04/2023,20:00,9815.57
20/04/2023,20:15,9744.98
20/04/2023,20:30,9722.93
20/04/2023,20:45,9665.82
20/04/2023,21:00,9413.25
20/04/2023,21:15,9334.78
20/04/2023,21:30,9232.28
20/04/2023,21:45,9187.20
20/04/2023,22:00,8983.48
20/04/2023,22:15,9004.66
20/04/2023,22:30,8959.44
20/04/2023,22:45,8920.88
20/04/2023,23:00,8915.41
20/04/2023,23:15,8785.85
20/04/2023,23:30,8695.27
20/04/2023,23:45,8585.02
20/04/2023,02:00*,
20/04/2023,02:15*,
20/04/2023,02:30*,
20/04/2023,02:45*,
21/04/2023,00:00,8344.34
21/04/2023,00:15,8211.96
21/04/2023,00:30,8123.23
21/04/2023,00:45,8013.24
21/04/2023,01:00,8231.41
21/04/2023,01:15,8085.35
21/04/2023,01:30,8011.57
21/04/2023,01:45,7942.38
21/04/2023,02:00,7811.59
21/04/2023,02:15,7746.26
21/04/2023,02:30,7731.45
21/04/2023,02:45,7707.30
21/04/2023,03:00,7642.68
21/04/2023,03:15,7615.29
21/04/2023,03:30,7594.59
21/04/2023,03:45,7590.01
21/04/2023,04:00,7645.25
21/04/2023,04:15,7687.42
21/04/2023,04:30,7716.64
21/04/2023,04:45,7762.75
21/04/2023,05:00,8137.89
21/04/2023,05:15,8185.80
21/04/2023,05:30,8308.34
21/04/2023,05:45,8410.25
21/04/2023,06:00,8880.83
21/04/2023,06:15,8936.78
21/04/2023,06:30,9146.72
21/04/2023,06:45,9304.09
21/04/2023,07:00,9355.46
21/04/2023,07:15,9452.36
21/04/2023,07:30,9596.71
21/04/2023,07:45,9685.37
21/04/2023,08:00,9749.61
21/04/2023,08:15,9816.70
21/04/2023,08:30,9936.57
21/04/2023,08:45,10048.49
21/04/2023,09:00,10215.73
21/04/2023,09:15,10263.79
21/04/2023,09:30,10299.89
21/04/2023,09:45,10399.07
21/04/2023,10:00,10406.26
21/04/2023,10:15,10387.05
21/04/2023,10:30,10426.19
21/04/2023,10:45,10496.53
21/04/2023,11:00,10176.19
21/04/2023,11:15,10136.49
21/04/2023,11:30,10180.81
21/04/2023,11:45,10191.83
21/04/2023,12:00,10018.31
21/04/2023,12:15,9862.93
21/04/2023,12:30,9853.60
21/04/2023,12:45,9829.73
21/04/2023,13:00,9791.73
21/04/2023,13:15,9796.78
21/04/2023,13:30,9751.93
21/04/2023,13:45,9781.72
21/04/2023,14:00,9918.65
21/04/2023,14:15,9898.75
21/04/2023,14:30,9864.22
21/04/2023,14:45,9792.81
21/04/2023,15:00,9409.72
21/04/2023,15:15,9231.63
21/04/2023,15:30,9211.88
21/04/2023,15:45,9222.75
21/04/2023,16:00,9072.67
21/04/2023,16:15,8967.90
21/04/2023,16:30,8922.57
21/04/2023,16:45,8953.67
21/04/2023,17:00,9191.16
21/04/2023,17:15,9169.86
21/04/2023,17:30,9191.43
21/04/2023,17:45,9236.12
21/04/2023,18:00,9521.69
21/04/2023,18:15,9523.99
21/04/2023,18:30,9490.63
21/04/2023,18:45,9463.82
21/04/2023,19:00,9447.54
21/04/2023,19:15,9337.20
21/04/2023,19:30,9290.70
21/04/2023,19:45,9342.34
21/04/2023,20:00,9048.19
21/04/2023,20:15,8994.87
21/04/2023,20:30,8957.63
21/04/2023,20:45,8895.17
21/04/2023,21:00,9181.44
21/04/2023,21:15,9104.08
21/04/2023,21:30,9023.93
21/04/2023,21:45,8958.25
21/04/2023,22:00,9179.99
21/04/2023,22:15,9200.56
21/04/2023,22:30,9154.31
21/04/2023,22:45,9105.60
21/04/2023,23:00,8780.02
21/04/2023,23:15,8657.07
21/04/2023,23:30,8562.32
21/04/2023,23:45,8460.34
21/04/2023,02:00*,
21/04/2023,02:15*,
21/04/2023,02:30*,
21/04/2023,02:45*,
22/04/2023,00:00,8231.13
22/04/2023,00:15,8117.22
22/04/2023,00:30,8038.92
22/04/2023,00:45,7941.69
22/04/2023,01:00,7976.89
22/04/2023,01:15,7856.04
22/04/2023,01:30,7784.33
22/04/2023,01:45,7708.28
22/04/2023,02:00,7646.83
22/04/2023,02:15,7569.93
22/04/2023,02:30,7556.03
22/04/2023,02:45,7503.29
22/04/2023,03:00,7447.10
22/04/2023,03:15,7400.11
22/04/2023,03:30,7364.74
22/04/2023,03:45,7373.62
22/04/2023,04:00,7375.85
22/04/2023,04:15,7363.73
22/04/2023,04:30,7380.62
22/04/2023,04:45,7397.30
22/04/2023,05:00,7426.58
22/04/2023,05:15,7469.45
22/04/2023,05:30,7449.93
22/04/2023,05:45,7503.05
22/04/2023,06:00,7648.72
22/04/2023,06:15,7726.56
22/04/2023,06:30,7703.97
22/04/2023,06:45,7726.12
22/04/2023,07:00,7913.21
22/04/2023,07:15,7899.36
22/04/2023,07:30,7947.58
22/04/2023,07:45,8018.90
22/04/2023,08:00,8142.16
22/04/2023,08:15,8259.40
22/04/2023,08:30,8403.96
22/04/2023,08:45,8554.20
22/04/2023,09:00,8576.45
22/04/2023,09:15,8649.55
22/04/2023,09:30,8686.46
22/04/2023,09:45,8713.67
22/04/2023,10:00,8836.79
22/04/2023,10:15,8979.47
22/04/2023,10:30,9078.74
22/04/2023,10:45,9165.20
22/04/2023,11:00,9427.56
22/04/2023,11:15,9378.92
22/04/2023,11:30,9476.93
22/04/2023,11:45,9489.63
22/04/2023,12:00,9578.46
22/04/2023,12:15,9531.67
22/04/2023,12:30,9439.07
22/04/2023,12:45,9517.85
22/04/2023,13:00,9085.55
22/04/2023,13:15,9169.27
22/04/2023,13:30,9209.12
22/04/2023,13:45,9133.37
22/04/2023,14:00,8987.09
22/04/2023,14:15,8821.34
22/04/2023,14:30,8825.98
22/04/2023,14:45,8873.57
22/04/2023,15:00,8727.37
22/04/2023,15:15,8708.79
22/04/2023,15:30,8694.71
22/04/2023,15:45,8683.79
22/04/2023,16:00,8673.68
22/04/2023,16:15,8633.39
22/04/2023,16:30,8558.71
22/04/2023,16:45,8712.50
22/04/2023,17:00,8924.71
22/04/2023,17:15,8801.04
22/04/2023,17:30,8864.40
22/04/2023,17:45,8874.51
22/04/2023,18:00,9185.95
22/04/2023,18:15,9214.41
22/04/2023,18:30,9178.98
22/04/2023,18:45,9208.22
22/04/2023,19:00,8922.14
22/04/2023,19:15,8905.70
22/04/2023,19:30,8940.71
22/04/2023,19:45,8961.90
22/04/2023,20:00,8793.87
22/04/2023,20:15,8836.28
22/04/2023,20:30,8749.87
22/04/2023,20:45,8672.27
22/04/2023,21:00,8502.44
22/04/2023,21:15,8452.50
22/04/2023,21:30,8338.99
22/04/2023,21:45,8293.47
22/04/2023,22:00,8312.67
22/04/2023,22:15,8289.04
22/04/2023,22:30,8233.12
22/04/2023,22:45,8153.89
22/04/2023,23:00,8302.25
22/04/2023,23:15,8256.10
22/04/2023,23:30,8225.09
22/04/2023,23:45,8140.75
22/04/2023,02:00*,
22/04/2023,02:15*,
22/04/2023,02:30*,
22/04/2023,02:45*,
23/04/2023,00:00,8083.28
23/04/2023,00:15,7871.02
23/04/2023,00:30,7776.92
23/04/2023,00:45,7695.88
23/04/2023,01:00,7709.11
23/04/2023,01:15,7592.17
23/04/2023,01:30,7473.38
23/04/2023,01:45,7356.31
23/04/2023,02:00,7241.54
23/04/2023,02:15,7196.25
23/04/2023,02:30,7160.59
23/04/2023,02:45,7154.21
23/04/2023,03:00,6949.74
23/04/2023,03:15,6956.28
23/04/2023,03:30,6956.49
23/04/2023,03:45,6988.89
23/04/2023,04:00,6736.20
23/04/2023,04:15,6733.13
23/04/2023,04:30,6695.12
23/04/2023,04:45,6726.82
23/04/2023,05:00,6771.43
23/04/2023,05:15,6767.77
23/04/2023,05:30,6809.26
23/04/2023,05:45,6854.49
23/04/2023,06:00,7073.66
23/04/2023,06:15,7136.40
23/04/2023,06:30,7182.06
23/04/2023,06:45,7204.48
23/04/2023,07:00,7182.87
23/04/2023,07:15,7258.55
23/04/2023,07:30,7363.01
23/04/2023,07:45,7462.57
23/04/2023,08:00,7492.81
23/04/2023,08:15,7560.98
23/04/2023,08:30,7630.58
23/04/2023,08:45,7716.63
23/04/2023,09:00,7927.81
23/04/2023,09:15,8116.26
23/04/2023,09:30,8189.64
23/04/2023,09:45,8263.48
23/04/2023,10:00,8422.13
23/04/2023,10:15,8493.80
23/04/2023,10:30,8562.42
23/04/2023,10:45,8583.64
23/04/2023,11:00,8790.01
23/04/2023,11:15,8774.85
23/04/2023,11:30,8806.37
23/04/2023,11:45,8915.05
23/04/2023,12:00,8690.25
23/04/2023,12:15,8644.19
23/04/2023,12:30,8629.72
23/04/2023,12:45,8609.82
23/04/2023,13:00,8530.35
23/04/2023,13:15,8576.85
23/04/2023,13:30,8509.10
23/04/2023,13:45,8337.11
23/04/2023,14:00,8422.70
23/04/2023,14:15,8317.96
23/04/2023,14:30,8227.08
23/04/2023,14:45,8270.75
23/04/2023,15:00,8207.27
23/04/2023,15:15,8152.62
23/04/2023,15:30,8068.76
23/04/2023,15:45,8001.14
23/04/2023,16:00,7715.54
23/04/2023,16:15,7650.42
23/04/2023,16:30,7737.70
23/04/2023,16:45,7752.37
23/04/2023,17:00,7966.14
23/04/2023,17:15,8032.24
23/04/2023,17:30,8080.00
23/04/2023,17:45,8125.14
23/04/2023,18:00,8794.55
23/04/2023,18:15,8804.25
23/04/2023,18:30,8875.79
23/04/2023,18:45,8876.74
23/04/2023,19:00,8631.97
23/04/2023,19:15,8599.72
23/04/2023,19:30,8566.44
23/04/2023,19:45,8601.03
23/04/2023,20:00,8656.57
23/04/2023,20:15,8706.30
23/04/2023,20:30,8626.58
23/04/2023,20:45,8634.38
23/04/2023,21:00,8507.13
23/04/2023,21:15,8479.65
23/04/2023,21:30,8456.33
23/04/2023,21:45,8354.01
23/04/2023,22:00,8343.63
23/04/2023,22:15,8339.99
23/04/2023,22:30,8262.28
23/04/2023,22:45,8188.22
23/04/2023,23:00,7939.95
23/04/2023,23:15,7887.81
23/04/2023,23:30,7806.07
23/04/2023,23:45,7753.00
23/04/2023,02:00*,
23/04/2023,02:15*,
23/04/2023,02:30*,
23/04/2023,02:45*,
24/04/2023,00:00,7678.63
24/04/2023,00:15,7554.21
24/04/2023,00:30,7485.60
24/04/2023,00:45,7427.95
24/04/2023,01:00,7517.56
24/04/2023,01:15,7341.06
24/04/2023,01:30,7303.41
24/04/2023,01:45,7237.23
24/04/2023,02:00,7003.43
24/04/2023,02:15,6928.10
24/04/2023,02:30,6976.23
24/04/2023,02:45,6965.38
24/04/2023,03:00,7092.08
24/04/2023,03:15,7108.96
24/04/2023,03:30,7148.23
24/04/2023,03:45,7128.51
24/04/2023,04:00,7279.29
24/04/2023,04:15,7274.41
24/04/2023,04:30,7347.68
24/04/2023,04:45,7414.65
24/04/2023,05:00,7421.79
24/04/2023,05:15,7512.08
24/04/2023,05:30,7648.67
24/04/2023,05:45,7789.96
24/04/2023,06:00,8022.12
24/04/2023,06:15,8231.36
24/04/2023,06:30,8479.86
24/04/2023,06:45,8537.23
24/04/2023,07:00,9086.48
24/04/2023,07:15,9279.09
24/04/2023,07:30,9509.93
24/04/2023,07:45,9421.65
24/04/2023,08:00,9464.73
24/04/2023,08:15,9544.87
24/04/2023,08:30,9792.65
24/04/2023,08:45,9936.55
24/04/2023,09:00,10335.12
24/04/2023,09:15,10541.46
24/04/2023,09:30,10637.53
24/04/2023,09:45,10502.77
24/04/2023,10:00,10586.01
24/04/2023,10:15,10477.49
24/04/2023,10:30,10568.80
24/04/2023,10:45,10602.33
24/04/2023,11:00,10425.23
24/04/2023,11:15,10366.70
24/04/2023,11:30,10420.83
24/04/2023,11:45,10294.02
24/04/2023,12:00,10252.75
24/04/2023,12:15,10177.05
24/04/2023,12:30,10117.02
24/04/2023,12:45,10160.02
24/04/2023,13:00,10230.28
24/04/2023,13:15,10158.07
24/04/2023,13:30,10178.91
24/04/2023,13:45,10081.92
24/04/2023,14:00,10137.40
24/04/2023,14:15,10148.19
24/04/2023,14:30,10060.03
24/04/2023,14:45,9999.76
24/04/2023,15:00,9956.46
24/04/2023,15:15,9907.45
24/04/2023,15:30,9786.08
24/04/2023,15:45,9731.04
24/04/2023,16:00,9982.15
24/04/2023,16:15,9835.93
24/04/2023,16:30,9844.86
24/04/2023,16:45,9871.88
24/04/2023,17:00,10004.25
24/04/2023,17:15,10040.31
24/04/2023,17:30,10090.45
24/04/2023,17:45,10227.96
24/04/2023,18:00,9807.44
24/04/2023,18:15,9806.91
24/04/2023,18:30,9770.85
24/04/2023,18:45,9698.45
24/04/2023,19:00,9810.15
24/04/2023,19:15,9737.16
24/04/2023,19:30,9823.95
24/04/2023,19:45,9872.61
24/04/2023,20:00,9795.32
24/04/2023,20:15,9802.79
24/04/2023,20:30,9783.22
24/04/2023,20:45,9696.91
24/04/2023,21:00,9599.65
24/04/2023,21:15,9451.92
24/04/2023,21:30,9399.27
24/04/2023,21:45,9280.13
24/04/2023,22:00,9309.10
24/04/2023,22:15,9269.65
24/04/2023,22:30,9269.05
24/04/2023,22:45,9203.82
24/04/2023,23:00,9069.80
24/04/2023,23:15,8878.83
24/04/2023,23:30,8857.00
24/04/2023,23:45,8731.69
24/04/2023,02:00*,
24/04/2023,02:15*,
24/04/2023,02:30*,
24/04/2023,02:45*,
25/04/2023,00:00,8593.62
25/04/2023,00:15,8494.68
25/04/2023,00:30,8307.18
25/04/2023,00:45,8251.55
25/04/2023,01:00,8168.26
25/04/2023,01:15,8038.65
25/04/2023,01:30,7956.35
25/04/2023,01:45,7842.93
25/04/2023,02:00,7786.55
25/04/2023,02:15,7737.12
25/04/2023,02:30,7739.12
25/04/2023,02:45,7696.22
25/04/2023,03:00,7728.27
25/04/2023,03:15,7697.95
25/04/2023,03:30,7654.66
25/04/2023,03:45,7653.87
25/04/2023,04:00,7573.21
25/04/2023,04:15,7623.78
25/04/2023,04:30,7674.76
25/04/2023,04:45,7718.43
25/04/2023,05:00,7979.83
25/04/2023,05:15,8048.00
25/04/2023,05:30,8161.60
25/04/2023,05:45,8278.58
25/04/2023,06:00,8913.36
25/04/2023,06:15,9096.27
25/04/2023,06:30,9294.12
25/04/2023,06:45,9456.09
25/04/2023,07:00,9582.99
25/04/2023,07:15,9659.32
25/04/2023,07:30,9814.87
25/04/2023,07:45,9918.48
25/04/2023,08:00,10096.85
25/04/2023,08:15,10171.36
25/04/2023,08:30,10304.09
25/04/2023,08:45,10417.94
25/04/2023,09:00,10454.81
25/04/2023,09:15,10451.91
25/04/2023,09:30,10483.63
25/04/2023,09:45,10559.12
25/04/2023,10:00,10366.60
25/04/2023,10:15,10356.48
25/04/2023,10:30,10391.46
25/04/2023,10:45,10442.04
25/04/2023,11:00,10380.08
25/04/2023,11:15,10405.89
25/04/2023,11:30,10457.15
25/04/2023,11:45,10473.09
25/04/2023,12:00,10508.73
25/04/2023,12:15,10365.03
25/04/2023,12:30,10371.59
25/04/2023,12:45,10325.12
25/04/2023,13:00,9967.34
25/04/2023,13:15,9940.37
25/04/2023,13:30,9884.27
25/04/2023,13:45,9878.91
25/04/2023,14:00,10442.22
25/04/2023,14:15,10380.38
25/04/2023,14:30,10297.23
25/04/2023,14:45,10207.02
25/04/2023,15:00,10158.54
25/04/2023,15:15,10001.09
25/04/2023,15:30,9953.35
25/04/2023,15:45,9949.65
25/04/2023,16:00,9836.86
25/04/2023,16:15,9740.82
25/04/2023,16:30,9693.09
25/04/2023,16:45,9739.32
25/04/2023,17:00,9621.08
25/04/2023,17:15,9612.96
25/04/2023,17:30,9643.61
25/04/2023,17:45,9698.38
25/04/2023,18:00,9751.94
25/04/2023,18:15,9765.08
25/04/2023,18:30,9715.89
25/04/2023,18:45,9673.73
25/04/2023,19:00,9769.00
25/04/2023,19:15,9640.57
25/04/2023,19:30,9579.64
25/04/2023,19:45,9652.38
25/04/2023,20:00,9509.57
25/04/2023,20:15,9489.95
25/04/2023,20:30,9461.06
25/04/2023,20:45,9398.76
25/04/2023,21:00,9294.09
25/04/2023,21:15,9210.03
25/04/2023,21:30,9151.32
25/04/2023,21:45,9068.68
25/04/2023,22:00,9138.74
25/04/2023,22:15,9128.46
25/04/2023,22:30,9094.35
25/04/2023,22:45,9049.41
25/04/2023,23:00,8982.94
25/04/2023,23:15,8837.81
25/04/2023,23:30,8738.60
25/04/2023,23:45,8624.98
25/04/2023,02:00*,
25/04/2023,02:15*,
25/04/2023,02:30*,
25/04/2023,02:45*,
26/04/2023,00:00,8517.54
26/04/2023,00:15,8385.10
26/04/2023,00:30,8297.46
26/04/2023,00:45,8208.41
26/04/2023,01:00,8078.34
26/04/2023,01:15,7943.00
26/04/2023,01:30,7862.65
26/04/2023,01:45,7771.54
26/04/2023,02:00,7802.86
26/04/2023,02:15,7758.58
26/04/2023,02:30,7762.36
26/04/2023,02:45,7713.34
26/04/2023,03:00,7729.79
26/04/2023,03:15,7703.91
26/04/2023,03:30,7679.44
26/04/2023,03:45,7699.56
26/04/2023,04:00,7785.05
26/04/2023,04:15,7836.59
26/04/2023,04:30,7899.71
26/04/2023,04:45,7944.05
26/04/2023,05:00,8147.19
26/04/2023,05:15,8234.00
26/04/2023,05:30,8367.11
26/04/2023,05:45,8493.60
26/04/2023,06:00,8850.27
26/04/2023,06:15,9027.30
26/04/2023,06:30,9210.74
26/04/2023,06:45,9385.77
26/04/2023,07:00,9647.94
26/04/2023,07:15,9745.32
26/04/2023,07:30,9878.66
26/04/2023,07:45,9972.46
26/04/2023,08:00,10036.42
26/04/2023,08:15,10151.92
26/04/2023,08:30,10275.39
26/04/2023,08:45,10233.94
26/04/2023,09:00,10355.77
26/04/2023,09:15,10373.73
26/04/2023,09:30,10421.94
26/04/2023,09:45,10508.64
26/04/2023,10:00,10477.06
26/04/2023,10:15,10393.23
26/04/2023,10:30,10421.22
26/04/2023,10:45,10474.45
26/04/2023,11:00,10142.47
26/04/2023,11:15,10156.98
26/04/2023,11:30,10238.34
26/04/2023,11:45,10227.98
26/04/2023,12:00,10319.38
26/04/2023,12:15,10182.96
26/04/2023,12:30,10192.45
26/04/2023,12:45,10143.27
26/04/2023,13:00,10174.74
26/04/2023,13:15,10177.65
26/04/2023,13:30,10118.41
26/04/2023,13:45,10100.87
26/04/2023,14:00,9685.32
26/04/2023,14:15,9634.07
26/04/2023,14:30,9557.48
26/04/2023,14:45,9441.42
26/04/2023,15:00,9533.27
26/04/2023,15:15,9464.56
26/04/2023,15:30,9425.01
26/04/2023,15:45,9391.28
26/04/2023,16:00,9416.22
26/04/2023,16:15,9327.15
26/04/2023,16:30,9268.94
26/04/2023,16:45,9312.46
26/04/2023,17:00,9226.82
26/04/2023,17:15,9227.30
26/04/2023,17:30,9267.04
26/04/2023,17:45,9336.58
26/04/2023,18:00,9452.91
26/04/2023,18:15,9429.74
26/04/2023,18:30,9378.10
26/04/2023,18:45,9332.02
26/04/2023,19:00,9432.09
26/04/2023,19:15,9319.48
26/04/2023,19:30,9246.53
26/04/2023,19:45,9312.61
26/04/2023,20:00,9325.11
26/04/2023,20:15,9309.59
26/04/2023,20:30,9281.43
26/04/2023,20:45,9223.09
26/04/2023,21:00,9128.84
26/04/2023,21:15,9059.73
26/04/2023,21:30,9005.23
26/04/2023,21:45,8926.94
26/04/2023,22:00,8990.06
26/04/2023,22:15,8985.31
26/04/2023,22:30,8946.04
26/04/2023,22:45,8890.25
26/04/2023,23:00,9121.48
26/04/2023,23:15,8983.22
26/04/2023,23:30,8880.99
26/04/2023,23:45,8763.33
26/04/2023,02:00*,
26/04/2023,02:15*,
26/04/2023,02:30*,
26/04/2023,02:45*,
27/04/2023,00:00,8561.87
27/04/2023,00:15,8426.39
27/04/2023,00:30,8343.35
27/04/2023,00:45,8240.74
27/04/2023,01:00,8144.93
27/04/2023,01:15,8018.21
27/04/2023,01:30,7934.72
27/04/2023,01:45,7842.74
27/04/2023,02:00,7694.25
27/04/2023,02:15,7642.21
27/04/2023,02:30,7655.98
27/04/2023,02:45,7614.94
27/04/2023,03:00,7603.72
27/04/2023,03:15,7570.91
27/04/2023,03:30,7548.55
27/04/2023,03:45,7568.60
27/04/2023,04:00,7607.02
27/04/2023,04:15,7655.47
27/04/2023,04:30,7720.69
27/04/2023,04:45,7754.69
27/04/2023,05:00,7732.22
27/04/2023,05:15,7826.91
27/04/2023,05:30,7938.51
27/04/2023,05:45,8074.56
27/04/2023,06:00,8619.45
27/04/2023,06:15,8727.15
27/04/2023,06:30,8911.40
27/04/2023,06:45,9073.87
27/04/2023,07:00,9337.64
27/04/2023,07:15,9449.82
27/04/2023,07:30,9575.43
27/04/2023,07:45,9665.15
27/04/2023,08:00,9766.18
27/04/2023,08:15,9874.04
27/04/2023,08:30,9992.78
27/04/2023,08:45,10071.05
27/04/2023,09:00,10058.29
27/04/2023,09:15,10104.02
27/04/2023,09:30,10152.77
27/04/2023,09:45,10224.60
27/04/2023,10:00,10260.73
27/04/2023,10:15,10147.32
27/04/2023,10:30,10166.47
27/04/2023,10:45,10219.38
27/04/2023,11:00,10196.52
27/04/2023,11:15,10158.46
27/04/2023,11:30,10222.84
27/04/2023,11:45,10204.77
27/04/2023,12:00,9904.65
27/04/2023,12:15,9749.88
27/04/2023,12:30,9724.80
27/04/2023,12:45,9663.51
27/04/2023,13:00,9696.14
27/04/2023,13:15,9719.53
27/04/2023,13:30,9676.58
27/04/2023,13:45,9654.92
27/04/2023,14:00,9814.42
27/04/2023,14:15,9744.28
27/04/2023,14:30,9658.65
27/04/2023,14:45,9537.56
27/04/2023,15:00,10070.29
27/04/2023,15:15,9997.17
27/04/2023,15:30,9950.17
27/04/2023,15:45,9922.36
